region,district,date,Market,source,_geolocation,commodity,Price,market_day,Year,month,week,Type
Bono,Sunyani Municipal,26-07-2025,Nana Bosomah,retail,,Pineapple,6.34,2025-07-26,2025,7,4,retail
Bono,Sunyani Municipal,26-07-2025,Nana Bosomah,retail,,Mango Exotic,6.186666667,2025-07-26,2025,7,4,retail
Bono,Sunyani Municipal,26-07-2025,Nana Bosomah,retail,,Tomato Local,8.7,2025-07-26,2025,7,4,retail
Bono,Sunyani Municipal,26-07-2025,Nana Bosomah,retail,,Garden Egg,5.573333333,2025-07-26,2025,7,4,retail
Bono,Sunyani Municipal,26-07-2025,Nana Bosomah,retail,,Okro Fresh,5,2025-07-26,2025,7,4,retail
Bono,Sunyani Municipal,26-07-2025,Nana Bosomah,retail,,Tomato Navrongo,10.42,2025-07-26,2025,7,4,retail
Bono,Sunyani Municipal,26-07-2025,Nana Bosomah,retail,,Coconut Fresh,2.656666667,2025-07-26,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,white maize,8.386666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Maize Yellow,8.826666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Millet,16.33333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Cocoyam,14.02333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Cassava,5.086666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Gari,11.66666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Plantain Apentu,11.38,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Plantain Apem,10.95666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Tomato Local,6.316666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Garden Egg,12.22333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Okro Fresh,11.20333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Ginger,22.22333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Fresh Pepper Bonnet,19.44666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Palm Fruit,5.053333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Groundnut Red,23.33333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Cowpea White,16,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Melon seeds Agushi Powder,27.77666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Melon seeds Neri Powder,55.55666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Palm Oil,20,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Egg Commercial,60,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Nkontomire,8.213333333,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Cabbage,7.76,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Carrot,20.55666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Cassava Dough,8.886666667,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Sorghum,13,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Yam Puna,8.16,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Alefu Amaranthus,8.61,2025-07-25,2025,7,4,retail
Ahafo,Asunafo North Municipal,25-07-2025,Goaso,retail,,Coconut Fresh,3.41,2025-07-25,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,white maize,7.596666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Maize Yellow,7.55,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Millet,11.92,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Rice Local perfumed,15.02666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Rice Local non perfumed,10.17666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Yam White,15.87666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Cassava,2.406666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Gari,10.58,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Tomato Local,11.95666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Garden Egg,10.54666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Okro Fresh,12.03666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Onion,15.01666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Fresh Pepper Bonnet,16.49,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Groundnut Red,16.27666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Cowpea White,13.55,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Soya Bean,12.41333333,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Sorghum,9.746666667,2025-07-27,2025,7,4,retail
Bono East,Kintampo North Municipal,27-07-2025,Kintampo,retail,,Dried Cassava Chips Kokonte,7.2,2025-07-27,2025,7,4,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,white maize,7.32,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Maize Yellow,7.956666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Millet,11.84666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Rice Local perfumed,11.35,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Rice Local non perfumed,10.83,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Rice Imported perfumed,20.66666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Rice Imported non perfumed,14.16,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Yam White,17.66666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Cocoyam,32.77666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Cassava,2.863333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Gari,12.3,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Dried Cassava Powder Kokonte,10.52666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Plantain Apentu,22.25,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Plantain Apem,21.06,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Banana Exotic,14.29,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Banana Local,14.48666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Orange,7.536666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Watermelon,4.72,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Pineapple,11.37333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Mango Exotic,5.956666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Tomato Local,11.99666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Garden Egg,11.66666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Okro Fresh,10.27666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Onion,15.08333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Ginger,27.77666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Dried Pepper Legon 18,129.1666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Fresh Pepper Bonnet,12.03666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Palm Fruit,9.386666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Tiger Nut,23.33333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Groundnut Red,21.83333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Cowpea White,18.79333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Soya Bean,9.27,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Melon seeds Agushi,45.83333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Melon seeds Agushi Powder,46,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Melon seeds Neri,16.33333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Palm Oil,24.28333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Beef,88,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Smoked Herring,116.6666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Salted Dried Tilapia Koobi,100,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Anchovy,64.85,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Egg Commercial,62.66666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Chicken,50.27666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Nkontomire,13.69333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Ademe Ayoyo jute mallow,8.886666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Cabbage,11.96,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Lettuce,15.87666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Carrot,19.76333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Bambara Bean,23.78333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Mutton Sheep meat,110,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Chevon Goat meat,110,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Cassava Dough,7.24,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Fresh Red Fish,61.66666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Fresh Salmon Mackerel Fish,68.33333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Fresh Kpanla Fish,46.33333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Sorghum,9.15,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Yam Puna,13.3,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Coconut Fresh,5.716666667,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Unshelled Groundnut,11.17333333,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,18-07-2025,Techiman Market,retail,,Dried Cassava Chips Kokonte,7.69,2025-07-18,2025,7,3,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,white maize,7.41,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Maize Yellow,8.053333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Millet,12.39333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Rice Local perfumed,12.11,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Rice Local non perfumed,11.19,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Rice Imported perfumed,20,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Rice Imported non perfumed,15.09666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Yam White,16.33333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Cocoyam,27.38,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Cassava,2.666666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Gari,12.5,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Plantain Apentu,17.09666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Plantain Apem,18.19333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Banana Exotic,13.09666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Banana Local,13.69333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Orange,5.56,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Watermelon,5.65,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Pineapple,10.13,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Mango Exotic,6.55,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Tomato Local,12.3,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Garden Egg,16.67,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Okro Fresh,10,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Onion,15.81,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Ginger,43.33333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Dried Pepper Legon 18,121.6666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Fresh Pepper Bonnet,12.5,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Palm Fruit,7.776666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Tiger Nut,30,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Groundnut Red,21.16,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Cowpea White,18.52,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Soya Bean,9.38,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Melon seeds Agushi,50,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Melon seeds Neri,20,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Palm Oil,27.61666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Beef,95.33333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Anchovy,69.63,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Egg Commercial,65.33333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Chicken,50,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Nkontomire,12.26333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Ademe Ayoyo jute mallow,10,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Cabbage,9.28,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Carrot,25,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Bambara Bean,24.07,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Mutton Sheep meat,110,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Chevon Goat meat,110,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Cassava Dough,7.14,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Fresh Red Fish,60,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Fresh Salmon Mackerel Fish,66.21333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Fresh Kpanla Fish,44,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Sorghum,9.26,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Yam Puna,13.12333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Alefu Amaranthus,8.886666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Coconut Fresh,5.986666667,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Unshelled Groundnut,13.37333333,2025-07-25,2025,7,4,retail
Bono East,Techiman Municipal,25-07-2025,Techiman Market ,retail,,Dried Cassava Chips Kokonte,6.53,2025-07-25,2025,7,4,retail
Ashanti,Obuasi Municipal,30-07-2025,Obuasi Central Market,retail,,Plantain Apentu,12.04666667,2025-07-30,2025,7,5,retail
Ashanti,Obuasi Municipal,31-07-2025,Obuasi Central Market,retail,,Soya Bean,16.91,2025-07-31,2025,7,5,retail
Ashanti,Obuasi Municipal,31-07-2025,Obuasi Central Market,retail,,Bambara Bean,26.48,2025-07-31,2025,7,5,retail
Ashanti,Obuasi Municipal,31-07-2025,Obuasi Central Market,retail,,Millet,15.19,2025-07-31,2025,7,5,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Pineapple,13.09666667,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Mango Exotic,14.35,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Nkontomire,19.91666667,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Egg Commercial,63.33333333,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Cassava,3.336666667,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,white maize,10.97333333,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Maize Yellow,11.69333333,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Rice Local non perfumed,16.67,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Cabbage,15.89333333,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Onion,17.65333333,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Tomato Navrongo,26.36666667,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Garden Egg,22.83666667,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,28-07-2025,Obuasi Central Market,retail,,Fresh Pepper Bonnet,25,2025-07-28,2025,7,4,retail
Ashanti,Obuasi Municipal,30-07-2025,Obuasi Central Market,retail,,Okro Fresh,20.05666667,2025-07-30,2025,7,5,retail
Ashanti,Obuasi Municipal,30-07-2025,Obuasi Central Market,retail,,Groundnut Red,24.66666667,2025-07-30,2025,7,5,retail
Ashanti,Obuasi Municipal,30-07-2025,Obuasi Central Market,retail,,Cowpea White,18.08,2025-07-30,2025,7,5,retail
Ashanti,Obuasi Municipal,30-07-2025,Obuasi Central Market,retail,,Salted Dried Tilapia Koobi,101.6666667,2025-07-30,2025,7,5,retail
Ashanti,Obuasi Municipal,30-07-2025,Obuasi Central Market,retail,,Carrot,20.65666667,2025-07-30,2025,7,5,retail
Ashanti,Obuasi Municipal,30-07-2025,Obuasi Central Market,retail,,Lettuce,27.5,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,white maize,7.2825,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Maize Yellow,7.9375,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Millet,20.77666667,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Rice Local perfumed,18.8925,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Rice Local non perfumed,14.40666667,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Rice Imported perfumed,19.944,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Rice Imported non perfumed,11.3425,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Yam White,18.88,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Cocoyam,19.90333333,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Cassava,5.98,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Gari,14.235,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Dried Cassava Powder Kokonte,12.86333333,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Plantain Apentu,19.66,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Plantain Apem,21.51333333,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Banana Exotic,13.115,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Banana Local,14.55333333,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Orange,9.116666667,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Watermelon,4.745,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Pineapple,9.813333333,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Mango Exotic,11.45333333,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Tomato Local,13.05666667,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Garden Egg,22.92,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Okro Fresh,12.865,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Onion,12.9575,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Ginger,263.53,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Dried Pepper Legon 18,131.97,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Fresh Pepper Legon 18,108.8,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Fresh Pepper Bonnet,43.69,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Palm Fruit,9.425,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Tiger Nut,64.86,2025-07-30,2025,7,5,retail
Central,Mfantsiman Municipal,30-07-2025,Mankessim,retail,,Groundnut Red,28.30666667,2025-07-30,2025,7,5,retail
